session_id,student_level,discipline,session_date,session_length_min,total_prompts,task_type,ai_assistance_level,final_outcome,used_again,satisfaction_rating
SESSION03887,Undergraduate,Biology,2025/01/14,17,3,Coding,3,Confused,FALSE,4.1
SESSION03888,High School,Computer Science,2024/12/13,5,2,Homework Help,2,Assignment Completed,TRUE,2.1
SESSION03889,High School,Computer Science,2025/02/12,39,8,Studying,5,Assignment Completed,TRUE,5
SESSION03890,High School,Psychology,2025/02/02,16,3,Research,5,Confused,TRUE,4.7
SESSION03891,Graduate,Math,2024/07/20,29,7,Studying,2,Confused,FALSE,2.9
SESSION03892,High School,Business,2024/12/06,8,2,Homework Help,5,Idea Drafted,TRUE,3.9
SESSION03893,Undergraduate,Psychology,2024/07/02,13,4,Homework Help,5,Assignment Completed,TRUE,4.1
SESSION03894,Undergraduate,Math,2025/02/21,14,3,Studying,4,Assignment Completed,TRUE,3.4
SESSION03895,Undergraduate,Biology,2025/05/13,34,7,Coding,4,Assignment Completed,TRUE,3.9
SESSION03896,Undergraduate,Computer Science,2024/07/18,25,8,Studying,1,Assignment Completed,TRUE,1
SESSION03897,Undergraduate,Math,2024/07/28,26,5,Writing,3,Idea Drafted,TRUE,3.3
SESSION03898,Graduate,Psychology,2024/10/18,23,7,Studying,3,Assignment Completed,TRUE,2.4
SESSION03899,High School,History,2024/07/22,18,5,Homework Help,4,Assignment Completed,FALSE,4.7
SESSION03900,Undergraduate,Engineering,2024/09/15,15,2,Writing,3,Idea Drafted,TRUE,2.5
SESSION03901,Undergraduate,Computer Science,2025/05/12,24,6,Homework Help,2,Assignment Completed,TRUE,2.6
SESSION03902,Undergraduate,Engineering,2024/08/06,3,1,Writing,3,Assignment Completed,TRUE,1.6
SESSION03903,Undergraduate,Computer Science,2025/02/06,25,5,Homework Help,4,Idea Drafted,TRUE,5
SESSION03904,Graduate,Math,2025/06/06,12,2,Brainstorming,4,Confused,TRUE,5
SESSION03905,Undergraduate,History,2025/04/13,7,2,Research,2,Gave Up,FALSE,1.5
SESSION03906,Graduate,Computer Science,2025/04/01,10,3,Coding,4,Gave Up,TRUE,3.6
SESSION03907,Undergraduate,Psychology,2024/09/28,6,1,Writing,3,Assignment Completed,TRUE,3.6
SESSION03908,Graduate,Math,2024/11/09,11,3,Writing,2,Assignment Completed,TRUE,2.1
SESSION03909,Undergraduate,Biology,2025/03/07,37,10,Writing,4,Assignment Completed,TRUE,4.2
SESSION03910,Graduate,Computer Science,2025/04/13,16,3,Homework Help,4,Gave Up,TRUE,5
SESSION03911,Graduate,Psychology,2025/02/11,29,11,Homework Help,3,Assignment Completed,FALSE,2
SESSION03912,Undergraduate,History,2025/02/27,39,12,Coding,4,Assignment Completed,TRUE,4
SESSION03913,Undergraduate,Math,2025/05/06,16,4,Research,4,Confused,FALSE,3.4
SESSION03914,Undergraduate,History,2024/08/26,9,4,Studying,4,Assignment Completed,TRUE,3.9
SESSION03915,High School,Engineering,2025/05/08,11,4,Homework Help,5,Idea Drafted,FALSE,4.9
SESSION03916,Graduate,Computer Science,2025/05/29,6,1,Coding,3,Confused,FALSE,3.7
SESSION03917,Undergraduate,History,2024/09/11,10,2,Coding,4,Assignment Completed,TRUE,2
SESSION03918,Undergraduate,Computer Science,2025/03/28,19,4,Studying,4,Assignment Completed,TRUE,4.6
SESSION03919,Graduate,Math,2024/11/29,95,25,Coding,5,Idea Drafted,TRUE,3.6
SESSION03920,Undergraduate,Biology,2024/08/04,29,10,Studying,5,Gave Up,FALSE,4.9
SESSION03921,Undergraduate,Psychology,2024/09/22,8,3,Studying,3,Confused,FALSE,3.1
SESSION03922,Graduate,Business,2024/09/14,37,12,Writing,4,Assignment Completed,TRUE,3
SESSION03923,Undergraduate,History,2024/12/25,5,1,Homework Help,2,Assignment Completed,TRUE,1.8
SESSION03924,High School,Engineering,2025/03/30,21,4,Coding,5,Assignment Completed,TRUE,4.4
SESSION03925,Undergraduate,Business,2024/11/29,37,16,Studying,4,Assignment Completed,TRUE,4.2
SESSION03926,Undergraduate,Engineering,2025/06/06,16,4,Studying,1,Idea Drafted,TRUE,1.1
SESSION03927,Graduate,History,2024/06/24,10,2,Studying,3,Assignment Completed,TRUE,3.6
SESSION03928,Undergraduate,Engineering,2024/11/03,15,5,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION03929,Undergraduate,Engineering,2024/09/04,5,2,Homework Help,3,Assignment Completed,TRUE,1.6
SESSION03930,Undergraduate,Psychology,2024/09/28,32,7,Coding,4,Assignment Completed,TRUE,4.1
SESSION03931,Undergraduate,Computer Science,2024/07/11,11,3,Homework Help,4,Idea Drafted,TRUE,3.8
SESSION03932,Undergraduate,Psychology,2025/06/15,11,2,Homework Help,4,Assignment Completed,TRUE,4.5
SESSION03933,High School,Psychology,2024/09/30,2,1,Homework Help,3,Confused,TRUE,3.2
SESSION03934,High School,Computer Science,2024/10/26,3,1,Writing,5,Assignment Completed,TRUE,5
SESSION03935,Undergraduate,Math,2025/01/26,24,6,Homework Help,3,Confused,FALSE,2.7
SESSION03936,Undergraduate,Math,2025/01/08,4,1,Coding,5,Assignment Completed,TRUE,4.7
SESSION03937,Undergraduate,Psychology,2024/07/30,23,4,Writing,2,Confused,FALSE,2.2
SESSION03938,High School,Psychology,2024/11/26,33,6,Homework Help,2,Idea Drafted,TRUE,2.4
SESSION03939,Undergraduate,Biology,2024/10/31,30,13,Homework Help,4,Assignment Completed,TRUE,3.5
SESSION03940,High School,Biology,2025/04/22,19,4,Studying,3,Assignment Completed,TRUE,2.5
SESSION03941,Graduate,History,2025/05/12,9,3,Writing,4,Assignment Completed,TRUE,3.9
SESSION03942,Graduate,Engineering,2025/03/22,27,6,Writing,3,Assignment Completed,FALSE,2.9
SESSION03943,Undergraduate,History,2024/07/02,20,4,Homework Help,3,Confused,TRUE,2.5
SESSION03944,Undergraduate,Business,2025/06/12,4,1,Homework Help,4,Assignment Completed,TRUE,3.8
SESSION03945,Undergraduate,Math,2024/08/27,8,2,Writing,4,Assignment Completed,TRUE,4.2
SESSION03946,Undergraduate,Psychology,2024/11/10,48,22,Writing,4,Idea Drafted,FALSE,4.8
SESSION03947,Undergraduate,History,2025/06/11,31,14,Homework Help,4,Gave Up,FALSE,3.5
SESSION03948,High School,History,2024/10/10,2,1,Homework Help,3,Assignment Completed,TRUE,4.2
SESSION03949,Undergraduate,Psychology,2025/04/11,8,1,Coding,3,Confused,TRUE,3.8
SESSION03950,High School,Computer Science,2024/10/19,17,4,Writing,4,Assignment Completed,TRUE,3.6
SESSION03951,Undergraduate,Psychology,2025/01/02,13,4,Writing,3,Assignment Completed,TRUE,2.8
SESSION03952,Undergraduate,Biology,2024/08/19,9,1,Studying,4,Idea Drafted,FALSE,4
SESSION03953,Undergraduate,Psychology,2024/10/03,12,3,Studying,2,Confused,FALSE,1.8
SESSION03954,Undergraduate,Engineering,2024/08/11,33,6,Studying,5,Idea Drafted,FALSE,5
SESSION03955,Undergraduate,Psychology,2025/02/18,30,9,Writing,4,Idea Drafted,FALSE,3.5
SESSION03956,Undergraduate,Math,2024/07/31,11,4,Writing,4,Assignment Completed,FALSE,2.6
SESSION03957,Undergraduate,History,2024/12/07,4,1,Homework Help,3,Confused,TRUE,4
SESSION03958,Undergraduate,History,2024/10/25,20,4,Studying,4,Idea Drafted,TRUE,5
SESSION03959,High School,Business,2025/03/03,32,15,Studying,3,Confused,FALSE,2
SESSION03960,High School,Biology,2024/07/06,26,8,Brainstorming,3,Assignment Completed,TRUE,2.3
SESSION03961,Undergraduate,Biology,2025/05/29,17,3,Writing,4,Confused,FALSE,3.7
SESSION03962,Graduate,Computer Science,2024/09/07,13,5,Writing,2,Confused,TRUE,1.8
SESSION03963,Graduate,History,2025/03/21,30,6,Studying,4,Gave Up,FALSE,4.9
SESSION03964,High School,History,2024/10/14,49,21,Homework Help,3,Confused,FALSE,3.7
SESSION03965,High School,Computer Science,2024/10/08,24,9,Homework Help,3,Assignment Completed,TRUE,2.5
SESSION03966,Undergraduate,Psychology,2024/07/04,44,10,Coding,5,Idea Drafted,TRUE,3.4
SESSION03967,Undergraduate,Psychology,2025/04/25,8,1,Writing,3,Idea Drafted,TRUE,1.8
SESSION03968,Undergraduate,Psychology,2025/01/30,26,5,Writing,3,Idea Drafted,TRUE,3.6
SESSION03969,Undergraduate,History,2024/12/02,24,10,Homework Help,2,Gave Up,TRUE,3.4
SESSION03970,Undergraduate,Biology,2024/11/27,17,8,Writing,3,Assignment Completed,TRUE,3.9
SESSION03971,Graduate,History,2025/05/18,17,7,Studying,5,Idea Drafted,TRUE,5
SESSION03972,High School,Computer Science,2024/07/18,3,1,Writing,5,Assignment Completed,TRUE,5
SESSION03973,High School,History,2024/12/23,15,4,Studying,4,Confused,FALSE,3.7
SESSION03974,High School,History,2025/04/13,7,1,Coding,2,Assignment Completed,TRUE,1.3
SESSION03975,Undergraduate,Math,2025/04/07,11,3,Studying,2,Gave Up,FALSE,2.7
SESSION03976,High School,History,2024/12/29,6,1,Homework Help,2,Assignment Completed,TRUE,1.9
SESSION03977,Undergraduate,Business,2025/06/07,25,10,Coding,3,Assignment Completed,TRUE,3.2
SESSION03978,Undergraduate,Math,2025/06/13,31,8,Homework Help,4,Confused,FALSE,2.7
SESSION03979,Undergraduate,Math,2025/06/20,31,12,Coding,4,Assignment Completed,TRUE,5
SESSION03980,Undergraduate,Engineering,2025/04/10,10,4,Writing,5,Assignment Completed,TRUE,4.3
SESSION03981,Graduate,Biology,2024/07/19,41,11,Writing,3,Assignment Completed,TRUE,3.9
SESSION03982,High School,History,2025/04/19,6,1,Coding,5,Assignment Completed,TRUE,4.2
SESSION03983,Undergraduate,Biology,2025/01/10,30,13,Writing,5,Assignment Completed,TRUE,5
SESSION03984,Undergraduate,Computer Science,2024/08/12,5,1,Writing,3,Idea Drafted,TRUE,3.6
SESSION03985,Undergraduate,Engineering,2025/03/22,37,11,Writing,4,Assignment Completed,TRUE,4.2
SESSION03986,Graduate,Business,2024/10/02,38,8,Writing,4,Confused,FALSE,5
SESSION03987,Undergraduate,Biology,2025/02/09,10,2,Studying,4,Assignment Completed,FALSE,4.8
SESSION03988,Undergraduate,Biology,2025/01/19,10,2,Studying,2,Idea Drafted,TRUE,2.9
SESSION03989,Graduate,History,2025/02/01,42,16,Studying,4,Gave Up,TRUE,4.2
SESSION03990,Undergraduate,Math,2025/04/12,12,2,Writing,4,Assignment Completed,TRUE,4.5
SESSION03991,Graduate,Psychology,2025/01/22,7,1,Studying,4,Assignment Completed,TRUE,4.7
SESSION03992,Undergraduate,Engineering,2025/02/23,11,4,Studying,4,Assignment Completed,TRUE,4
SESSION03993,Undergraduate,Biology,2024/07/10,18,6,Writing,5,Idea Drafted,TRUE,5
SESSION03994,Undergraduate,Computer Science,2025/01/22,36,11,Studying,4,Assignment Completed,TRUE,2.9
SESSION03995,High School,Math,2025/01/20,9,3,Research,3,Assignment Completed,TRUE,3.1
SESSION03996,Graduate,Engineering,2025/06/11,7,2,Studying,4,Idea Drafted,TRUE,3.6
SESSION03997,Undergraduate,Computer Science,2025/04/03,7,2,Studying,4,Idea Drafted,FALSE,3.7
SESSION03998,High School,Engineering,2024/06/25,15,3,Writing,4,Idea Drafted,TRUE,3.7
SESSION03999,Undergraduate,Business,2025/05/26,37,10,Homework Help,4,Assignment Completed,TRUE,5
SESSION04000,Undergraduate,Math,2024/11/26,19,4,Studying,2,Assignment Completed,TRUE,1
SESSION04001,High School,Engineering,2024/12/20,7,1,Writing,4,Assignment Completed,TRUE,4.8
SESSION04002,High School,Math,2025/05/13,9,2,Writing,4,Idea Drafted,TRUE,5
SESSION04003,Undergraduate,Psychology,2025/01/24,8,1,Homework Help,5,Assignment Completed,TRUE,3.7
SESSION04004,Undergraduate,Biology,2024/08/19,19,4,Brainstorming,3,Idea Drafted,TRUE,4
SESSION04005,Graduate,Math,2024/07/31,24,8,Homework Help,2,Assignment Completed,FALSE,1
SESSION04006,Undergraduate,Biology,2024/10/07,2,1,Writing,4,Assignment Completed,TRUE,3
SESSION04007,Undergraduate,Math,2024/07/24,6,1,Homework Help,2,Idea Drafted,TRUE,2.3
SESSION04008,Undergraduate,Math,2024/12/12,49,14,Writing,4,Idea Drafted,FALSE,4.1
SESSION04009,High School,Math,2024/10/07,58,17,Studying,4,Assignment Completed,TRUE,4.7
SESSION04010,Undergraduate,Psychology,2024/12/01,5,2,Studying,4,Assignment Completed,TRUE,3.4
SESSION04011,Graduate,Business,2025/01/10,6,1,Writing,2,Assignment Completed,TRUE,2.5
SESSION04012,Undergraduate,History,2025/05/19,57,18,Writing,4,Idea Drafted,TRUE,5
SESSION04013,Undergraduate,Biology,2024/08/03,38,9,Coding,3,Assignment Completed,FALSE,3.2
SESSION04014,Undergraduate,Engineering,2025/04/25,11,5,Coding,5,Idea Drafted,TRUE,5
SESSION04015,High School,Business,2024/09/19,3,1,Writing,2,Idea Drafted,TRUE,2.7
SESSION04016,Undergraduate,History,2025/05/16,3,1,Homework Help,2,Idea Drafted,TRUE,2.4
SESSION04017,Undergraduate,Psychology,2024/10/28,18,4,Studying,5,Assignment Completed,FALSE,4.8
SESSION04018,Undergraduate,History,2025/02/20,5,1,Coding,4,Confused,FALSE,4.3
SESSION04019,Graduate,Math,2024/09/03,4,1,Writing,3,Gave Up,FALSE,3.4
SESSION04020,Undergraduate,Math,2025/06/15,11,2,Homework Help,4,Assignment Completed,TRUE,4.6
SESSION04021,Undergraduate,Psychology,2024/11/24,9,1,Writing,4,Assignment Completed,FALSE,3.3
SESSION04022,Graduate,Business,2025/02/22,8,2,Writing,3,Idea Drafted,TRUE,2.7
SESSION04023,Undergraduate,History,2024/11/17,21,8,Studying,5,Gave Up,FALSE,4.6
SESSION04024,Undergraduate,Engineering,2024/10/04,24,5,Writing,4,Idea Drafted,FALSE,4.5
SESSION04025,Undergraduate,Psychology,2025/01/22,27,9,Coding,5,Confused,FALSE,4.8
SESSION04026,Graduate,Biology,2024/12/04,41,12,Studying,4,Confused,TRUE,4
SESSION04027,Undergraduate,Psychology,2025/02/18,21,9,Writing,4,Assignment Completed,TRUE,4.6
SESSION04028,Undergraduate,Business,2025/03/08,7,2,Coding,2,Assignment Completed,TRUE,2.2
SESSION04029,Graduate,Computer Science,2025/01/19,27,12,Homework Help,4,Confused,TRUE,4.6
SESSION04030,High School,Psychology,2025/02/18,18,8,Writing,3,Confused,FALSE,2.5
SESSION04031,Graduate,Psychology,2025/05/02,38,7,Homework Help,3,Assignment Completed,FALSE,1.3
SESSION04032,Undergraduate,Business,2025/06/14,75,23,Studying,2,Assignment Completed,TRUE,3.3
SESSION04033,Undergraduate,Psychology,2024/09/28,5,1,Writing,3,Idea Drafted,TRUE,3.5
SESSION04034,High School,Computer Science,2025/03/22,14,3,Writing,4,Assignment Completed,TRUE,3.6
SESSION04035,Undergraduate,Biology,2025/02/04,18,8,Homework Help,3,Idea Drafted,TRUE,3.7
SESSION04036,Undergraduate,Business,2024/11/24,18,5,Writing,3,Assignment Completed,TRUE,2.7
SESSION04037,Graduate,Business,2025/03/21,13,4,Writing,4,Idea Drafted,TRUE,3.9
SESSION04038,Undergraduate,Psychology,2025/02/19,32,13,Writing,3,Idea Drafted,FALSE,3.4
SESSION04039,High School,Math,2025/01/23,32,12,Coding,2,Assignment Completed,TRUE,2.9
SESSION04040,High School,Engineering,2024/12/12,2,1,Writing,2,Assignment Completed,TRUE,1.9
SESSION04041,Undergraduate,Math,2024/10/23,26,6,Writing,4,Idea Drafted,TRUE,5
SESSION04042,Undergraduate,Engineering,2025/06/20,16,5,Coding,5,Assignment Completed,TRUE,5
SESSION04043,Undergraduate,Biology,2025/01/06,51,22,Coding,4,Confused,FALSE,4
SESSION04044,High School,Computer Science,2024/11/19,14,3,Studying,5,Idea Drafted,TRUE,3.9
SESSION04045,High School,Computer Science,2025/01/30,18,3,Studying,4,Confused,TRUE,4.8
SESSION04046,Undergraduate,Engineering,2024/10/23,2,1,Homework Help,4,Assignment Completed,TRUE,3.3
SESSION04047,High School,History,2025/03/18,42,12,Studying,4,Assignment Completed,TRUE,4.5
SESSION04048,Undergraduate,Biology,2025/06/05,8,3,Studying,4,Idea Drafted,FALSE,4.2
SESSION04049,Graduate,Business,2025/05/26,56,17,Writing,4,Confused,FALSE,3.8
SESSION04050,Graduate,Biology,2024/07/29,32,12,Writing,2,Confused,FALSE,1.7
SESSION04051,Undergraduate,History,2024/10/29,31,8,Writing,5,Assignment Completed,TRUE,5
SESSION04052,Graduate,Business,2024/11/03,9,3,Writing,4,Idea Drafted,FALSE,4.2
SESSION04053,High School,Psychology,2025/02/07,33,9,Homework Help,3,Assignment Completed,FALSE,2.5
SESSION04054,Graduate,Biology,2024/10/03,6,2,Homework Help,1,Confused,FALSE,1
SESSION04055,High School,Biology,2024/10/23,37,8,Writing,3,Assignment Completed,TRUE,3.6
SESSION04056,High School,Biology,2025/05/02,40,16,Homework Help,4,Idea Drafted,TRUE,5
SESSION04057,Graduate,Biology,2025/03/07,38,9,Studying,5,Idea Drafted,FALSE,4.9
SESSION04058,Graduate,Biology,2024/07/13,44,13,Studying,3,Assignment Completed,TRUE,2.6
SESSION04059,Undergraduate,History,2024/08/05,28,11,Homework Help,4,Confused,TRUE,3.9
SESSION04060,Undergraduate,Computer Science,2024/08/11,6,1,Coding,3,Confused,TRUE,3.8
SESSION04061,Undergraduate,History,2025/02/17,13,6,Research,4,Gave Up,FALSE,3.7
SESSION04062,Undergraduate,Math,2024/08/15,3,1,Studying,3,Assignment Completed,TRUE,3
SESSION04063,Undergraduate,History,2025/03/31,19,5,Homework Help,4,Confused,FALSE,3.7
SESSION04064,Undergraduate,Psychology,2025/02/11,22,8,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION04065,Undergraduate,History,2025/03/14,18,3,Studying,4,Confused,FALSE,2.7
SESSION04066,Graduate,Engineering,2024/09/02,25,5,Studying,5,Confused,FALSE,4
SESSION04067,Graduate,Psychology,2024/07/16,14,4,Studying,3,Confused,FALSE,1.9
SESSION04068,Undergraduate,Business,2025/05/18,19,5,Coding,3,Idea Drafted,TRUE,2
SESSION04069,Graduate,History,2025/03/17,35,8,Coding,4,Assignment Completed,TRUE,4.8
SESSION04070,High School,History,2025/04/23,6,2,Studying,3,Assignment Completed,TRUE,1.3
SESSION04071,Undergraduate,Psychology,2024/12/26,7,1,Writing,4,Idea Drafted,FALSE,4.2
SESSION04072,Graduate,Engineering,2024/11/11,16,4,Coding,3,Idea Drafted,TRUE,2.8
SESSION04073,Undergraduate,Computer Science,2024/09/27,29,9,Studying,5,Assignment Completed,TRUE,4.5
SESSION04074,Undergraduate,Business,2025/03/21,8,2,Brainstorming,4,Assignment Completed,TRUE,4.6
SESSION04075,Graduate,Computer Science,2025/06/19,27,5,Writing,5,Assignment Completed,TRUE,5
SESSION04076,Undergraduate,Psychology,2024/11/19,9,2,Coding,4,Assignment Completed,TRUE,4.7
SESSION04077,Undergraduate,History,2025/06/04,10,2,Writing,3,Confused,TRUE,4.2
SESSION04078,Undergraduate,Biology,2025/03/20,18,4,Coding,3,Idea Drafted,FALSE,1.8
SESSION04079,High School,Business,2024/07/11,12,4,Coding,4,Assignment Completed,TRUE,2.5
SESSION04080,High School,Math,2024/11/07,15,4,Coding,3,Idea Drafted,FALSE,2.4
SESSION04081,Undergraduate,Biology,2024/08/07,41,8,Writing,4,Assignment Completed,TRUE,4.5
SESSION04082,Undergraduate,Math,2024/07/21,6,1,Homework Help,5,Assignment Completed,FALSE,5
SESSION04083,Undergraduate,Business,2024/12/25,8,3,Coding,4,Idea Drafted,TRUE,3.6
SESSION04084,High School,Biology,2024/07/24,3,1,Writing,5,Confused,TRUE,5
SESSION04085,Graduate,History,2024/12/05,2,1,Studying,5,Idea Drafted,TRUE,4.4
SESSION04086,Undergraduate,Psychology,2025/03/16,5,1,Brainstorming,3,Idea Drafted,TRUE,3.8
SESSION04087,Undergraduate,Engineering,2025/04/02,8,2,Coding,3,Assignment Completed,TRUE,2.4
SESSION04088,Graduate,Engineering,2024/07/18,17,4,Research,3,Assignment Completed,FALSE,4.4
SESSION04089,Graduate,Computer Science,2024/09/20,20,4,Coding,5,Confused,FALSE,4.7
SESSION04090,High School,Psychology,2025/05/13,8,2,Writing,4,Assignment Completed,TRUE,5
SESSION04091,High School,Business,2025/02/10,21,6,Writing,3,Confused,FALSE,2.7
SESSION04092,Undergraduate,Computer Science,2025/01/18,7,1,Homework Help,5,Assignment Completed,TRUE,5
SESSION04093,High School,Psychology,2025/04/12,7,1,Homework Help,3,Assignment Completed,TRUE,2.6
SESSION04094,Undergraduate,Biology,2025/04/19,8,3,Homework Help,2,Idea Drafted,TRUE,2.4
SESSION04095,Undergraduate,Psychology,2025/01/25,36,8,Writing,3,Confused,TRUE,2.9
SESSION04096,Undergraduate,Math,2025/05/03,1,1,Writing,2,Assignment Completed,TRUE,3.1
SESSION04097,Graduate,Computer Science,2024/11/24,20,7,Brainstorming,3,Idea Drafted,TRUE,3
SESSION04098,High School,Engineering,2024/09/12,13,3,Studying,3,Assignment Completed,TRUE,3.7
SESSION04099,Undergraduate,History,2024/12/04,24,8,Writing,5,Idea Drafted,TRUE,4.3
SESSION04100,Undergraduate,History,2024/10/24,17,4,Coding,4,Assignment Completed,TRUE,4.8
SESSION04101,Undergraduate,History,2024/09/28,15,4,Homework Help,5,Assignment Completed,TRUE,5
SESSION04102,Undergraduate,Math,2024/11/30,14,4,Writing,4,Assignment Completed,TRUE,4.3
SESSION04103,Undergraduate,Computer Science,2025/03/26,11,2,Studying,4,Idea Drafted,TRUE,5
SESSION04104,Graduate,Business,2025/03/02,15,6,Writing,3,Idea Drafted,TRUE,2.6
SESSION04105,Undergraduate,Engineering,2024/08/11,22,7,Coding,4,Assignment Completed,FALSE,4
SESSION04106,High School,Computer Science,2024/08/01,59,12,Homework Help,5,Assignment Completed,TRUE,4.8
SESSION04107,Undergraduate,History,2025/01/09,24,10,Homework Help,5,Confused,FALSE,5
SESSION04108,Undergraduate,History,2025/02/03,5,2,Writing,5,Idea Drafted,TRUE,4
SESSION04109,Undergraduate,Business,2024/10/02,16,3,Coding,2,Assignment Completed,TRUE,1.8
SESSION04110,Graduate,Math,2024/10/29,30,6,Writing,3,Idea Drafted,TRUE,3.7
SESSION04111,Graduate,Computer Science,2024/11/15,29,6,Coding,4,Assignment Completed,FALSE,4.9
SESSION04112,Undergraduate,History,2025/02/11,11,4,Writing,5,Gave Up,TRUE,5
SESSION04113,Undergraduate,Computer Science,2024/07/15,26,6,Writing,3,Confused,FALSE,3.2
SESSION04114,High School,Business,2024/11/18,18,4,Writing,3,Idea Drafted,TRUE,2.8
SESSION04115,Graduate,Engineering,2024/12/29,20,8,Studying,4,Confused,FALSE,4.8
SESSION04116,High School,Business,2024/06/26,11,4,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION04117,Undergraduate,Biology,2024/07/13,5,1,Writing,4,Idea Drafted,TRUE,3
SESSION04118,Undergraduate,Math,2024/07/03,14,3,Writing,3,Idea Drafted,TRUE,3
SESSION04119,Undergraduate,Biology,2025/02/09,29,9,Studying,3,Assignment Completed,TRUE,2.4
SESSION04120,Graduate,Psychology,2025/03/05,1,1,Brainstorming,4,Assignment Completed,TRUE,4.9
SESSION04121,Graduate,Engineering,2025/03/03,18,3,Coding,4,Confused,TRUE,3.6
SESSION04122,Undergraduate,Business,2025/02/01,11,3,Studying,5,Idea Drafted,TRUE,4.4
SESSION04123,Undergraduate,Computer Science,2024/10/18,35,11,Writing,3,Idea Drafted,TRUE,3.2
SESSION04124,Graduate,Biology,2025/05/03,6,1,Homework Help,2,Gave Up,FALSE,2.5
SESSION04125,High School,Math,2024/08/15,11,2,Writing,4,Idea Drafted,TRUE,4.7
SESSION04126,Undergraduate,History,2024/10/18,4,1,Writing,1,Gave Up,FALSE,1
SESSION04127,Undergraduate,History,2025/01/15,30,7,Coding,2,Idea Drafted,TRUE,2.8
SESSION04128,Undergraduate,Biology,2025/02/04,6,1,Research,4,Confused,TRUE,4.1
SESSION04129,Undergraduate,Math,2024/09/29,10,4,Coding,4,Assignment Completed,FALSE,5
SESSION04130,Graduate,Computer Science,2024/09/01,19,6,Writing,3,Idea Drafted,TRUE,3.9
SESSION04131,Undergraduate,Psychology,2024/07/12,5,1,Coding,4,Assignment Completed,TRUE,3.4
SESSION04132,Undergraduate,Computer Science,2024/10/15,17,4,Homework Help,1,Idea Drafted,TRUE,1.3
SESSION04133,Undergraduate,Biology,2025/06/16,14,3,Writing,4,Assignment Completed,TRUE,4.2
SESSION04134,Undergraduate,Computer Science,2024/11/17,17,5,Writing,4,Idea Drafted,FALSE,3.2
SESSION04135,Undergraduate,Engineering,2024/11/16,8,2,Writing,4,Assignment Completed,TRUE,5
SESSION04136,Undergraduate,Computer Science,2025/03/16,44,13,Coding,3,Idea Drafted,TRUE,2.7
SESSION04137,Undergraduate,Math,2025/05/26,13,3,Writing,4,Confused,TRUE,4.4
SESSION04138,Undergraduate,Biology,2024/10/08,13,2,Coding,5,Assignment Completed,TRUE,4.7
SESSION04139,Undergraduate,Business,2025/04/25,5,1,Homework Help,4,Idea Drafted,TRUE,3.1
SESSION04140,High School,Biology,2025/06/09,4,1,Homework Help,5,Idea Drafted,TRUE,5
SESSION04141,Graduate,Engineering,2025/04/07,7,1,Writing,4,Gave Up,FALSE,3.7
SESSION04142,Undergraduate,Biology,2025/05/24,7,2,Studying,2,Assignment Completed,TRUE,2.4
SESSION04143,High School,Computer Science,2025/01/26,18,6,Homework Help,4,Assignment Completed,TRUE,4.3
SESSION04144,Graduate,Biology,2025/02/17,5,1,Writing,2,Confused,FALSE,1.2
SESSION04145,Undergraduate,Computer Science,2024/12/09,5,1,Writing,3,Gave Up,TRUE,2.3
SESSION04146,Undergraduate,Business,2024/12/08,30,8,Coding,3,Assignment Completed,TRUE,3.3
SESSION04147,Undergraduate,Business,2025/01/03,53,16,Writing,5,Assignment Completed,TRUE,5
SESSION04148,Undergraduate,Computer Science,2024/11/30,48,20,Writing,4,Idea Drafted,TRUE,4.6
SESSION04149,Undergraduate,Computer Science,2024/07/13,43,11,Coding,4,Assignment Completed,TRUE,4.1
SESSION04150,Undergraduate,Biology,2024/10/28,25,5,Studying,5,Idea Drafted,TRUE,5
SESSION04151,Undergraduate,Business,2025/04/26,5,2,Coding,3,Idea Drafted,TRUE,3.6
SESSION04152,Undergraduate,Biology,2024/12/10,13,3,Studying,4,Idea Drafted,FALSE,4.7
SESSION04153,High School,Biology,2024/10/03,15,5,Homework Help,3,Confused,FALSE,4.2
SESSION04154,Undergraduate,Business,2024/08/25,4,1,Homework Help,5,Assignment Completed,TRUE,4.2
SESSION04155,High School,Biology,2024/06/29,30,7,Homework Help,2,Assignment Completed,TRUE,1
SESSION04156,High School,Biology,2025/05/08,3,1,Studying,4,Assignment Completed,TRUE,5
SESSION04157,Undergraduate,Computer Science,2025/04/27,43,10,Brainstorming,3,Idea Drafted,TRUE,4.6
SESSION04158,Undergraduate,History,2025/06/20,10,4,Writing,2,Assignment Completed,TRUE,2
SESSION04159,Undergraduate,History,2024/10/22,25,7,Studying,5,Confused,TRUE,5
SESSION04160,Undergraduate,Computer Science,2024/10/24,21,4,Homework Help,4,Idea Drafted,FALSE,5
SESSION04161,High School,Psychology,2024/12/05,33,9,Homework Help,3,Idea Drafted,TRUE,2.4
SESSION04162,High School,Psychology,2025/05/26,63,19,Studying,3,Confused,TRUE,3.6
SESSION04163,Undergraduate,Math,2024/11/12,13,2,Homework Help,3,Assignment Completed,TRUE,2.7
SESSION04164,Undergraduate,Engineering,2024/12/31,4,1,Coding,2,Assignment Completed,TRUE,1.2
SESSION04165,Undergraduate,Business,2025/04/13,4,1,Writing,4,Assignment Completed,TRUE,5
